100	-11.8003
102	-11.2567
104	-11.4361
106	-11.0096
108	-12.6661
110	-11.9625
112	-13.0202
114	-14.1543
116	-14.0884
118	-11.7416
120	-13.4667
122	-14.0931
124	-13.4525
126	-14.1318
128	-13.5882
130	-15.1571
132	-14.7661
134	-14.4134
136	-15.7585
138	-15.0403
140	-14.9534
142	-14.6962
144	-17.15
146	-16.4628
148	-17.4715
150	-19.6201
152	-20.0792
154	-16.7181
156	-17.7143
158	-17.6461
160	-17.9023
162	-17.2205
164	-18.376
166	-18.7359
168	-19.0802
170	-19.701
172	-18.3437
174	-19.1207
176	-19.9792
178	-20.5186
180	-19.8048
182	-20.0246
184	-20.5496
186	-19.0479
188	-20.5444
190	-20.64
192	-21.2076
194	-21.4856
196	-21.8
198	-21.5666
200	-21.5658
202	-22.8931
204	-22.8289
206	-22.1347
208	-22.6582
210	-23.3471
212	-23.7317
214	-23.6417
216	-24.5741
218	-24.8796
220	-24.3608
222	-24.2332
224	-24.3874
226	-24.9445
228	-25.3405
230	-24.8342
232	-25.2764
234	-26.2706
236	-25.3485
238	-26.6509
240	-26.3429
242	-27.2324
244	-26.011
246	-27.1058
248	-26.2803
250	-28.9456
252	-26.5964
254	-27.8403
256	-26.9317
258	-28.227
260	-28.1453
262	-28.9622
264	-28.2838
266	-29.132
268	-29.2646
270	-29.0658
272	-30.1521
274	-29.4303
276	-29.762
278	-30.8991
280	-31.3292
282	-30.6854
284	-30.4475
286	-31.1717
288	-31.1012
290	-31.4283
292	-31.5776
294	-32.0516
296	-31.3625
298	-33.2503
300	-34.0466
302	-33.9134
304	-32.8306
306	-32.5669
308	-33.7471
310	-33.0179
312	-34.0406
314	-33.5738
316	-33.8817
318	-35.1992
320	-32.0985
322	-33.8513
324	-34.6426
326	-34.4825
328	-34.6459
330	-35.6192
332	-35.0827
334	-36.0684
336	-36.6865
338	-36.7354
340	-37.2154
342	-36.3885
344	-36.67
346	-37.9768
348	-37.6361
350	-38.9364
352	-37.2743
354	-38.3143
356	-38.4445
358	-38.3326
360	-38.056
362	-39.5364
364	-39.2356
366	-39.7121
368	-39.2945
370	-40.1396
372	-39.5468
374	-39.9796
376	-40.0992
378	-40.3845
380	-40.4455
382	-40.9443
384	-40.7838
386	-41.1665
388	-41.3047
390	-41.7274
392	-41.7573
394	-42.18
396	-42.0426
398	-41.8017
400	-42.8695
402	-42.7255
404	-43.3817
406	-43.0473
408	-43.4432
410	-44.3616
412	-43.3516
414	-43.3457
416	-44.0054
418	-44.0548
420	-45.6784
422	-44.7281
424	-45.3849
426	-45.0409
428	-45.4842
430	-45.5108
432	-45.3323
434	-45.8678
436	-45.7868
438	-46.1428
440	-45.9592
442	-46.2861
444	-46.6259
446	-46.9451
448	-47.4138
450	-46.3354
452	-47.6804
454	-47.7305
456	-47.8645
458	-47.7527
460	-48.4138
462	-47.8849
464	-48.1309
466	-48.8795
468	-48.9348
470	-48.6069
472	-49.2252
474	-47.8511
476	-49.762
478	-49.4558
480	-50.0481
482	-50.0549
484	-50.2406
486	-50.6893
488	-50.8042
490	-50.8854
492	-51.1263
494	-50.9316
496	-52.1343
498	-51.1595
500	-51.183
502	-53.1843
504	-52.4994
506	-51.5801
508	-52.6266
510	-53.5724
512	-53.9914
514	-55.9312
516	-50.865
518	-52.7281
520	-54.0359
522	-53.0941
524	-55.2729
526	-53.2211
528	-53.952
530	-54.483
532	-53.5229
534	-54.6315
536	-55.449
538	-55.5832
540	-55.2991
542	-55.7732
544	-56.0407
546	-55.8864
548	-55.6512
550	-56.5984
552	-56.3562
554	-56.5309
556	-56.6978
558	-56.688
560	-57.0363
562	-57.1421
564	-57.3472
566	-57.4146
568	-57.7129
570	-58.1614
572	-57.8796
574	-58.3291
576	-58.4623
578	-58.7504
580	-58.6832
582	-59.0015
584	-58.9848
586	-59.4343
588	-59.2632
590	-59.7222
592	-59.7921
594	-59.8634
596	-60.0634
598	-59.7318
600	-60.1225
602	-59.9059
604	-60.265
606	-61.06
608	-61.0197
610	-61.3809
612	-61.1932
614	-61.4984
616	-61.7832
618	-61.6921
620	-62.0144
622	-61.9937
624	-62.4567
626	-62.4404
628	-62.6823
630	-62.673
632	-62.7415
634	-63.2008
636	-63.697
638	-63.994
640	-63.6737
642	-63.7387
644	-64.0827
646	-64.256
